Name	Producer	CPU	RAM	DISK	GPU	DISPLAY	Old Price	New Price
Laptop Lenovo IdeaPad 3 14ALC6 (82KT004FVN) (R7 5700U/8GB RAM/512GB SSD/14 FHD/Win10/Vàng)	Laptop Lenovo	AMD R7 5700U	8GB (2*4GB)	512GB SSD	Onboard	14 inch FHD	16999000	16899000
Laptop HP 15s-fq2602TU (4B6D3PA) (i5 1135G7/8GB RAM/256GB SSD/15.6 HD/Win10/Bạc)	Laptop HP	Intel Core i5 1135G7	8GB	256GB SSD	Onboard	15.6 inch HD	20049000	17499000
Laptop Asus Gaming ROG Strix G513QR-HQ096T (R9 5900HX/16GB RAM/1TB SSD/15.6 WQHD 165hz/RTX 3070 8GB/Win10/Balo/Xám)	Laptop Asus	AMD R9 5900HX	16GB (8*2)	1TB SSD (trống 1 khe M.2 NVMe™)	NVIDIA RTX 3070 8GB	15.6 inch FHD 165hz	48499000	47999000
Laptop Asus Gaming TUF FX506HCB-HN141T (i7 11800H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 4GB/Win10/Xám)	Laptop Asus	Intel Core i7 11800H	8GB	512GB SSD	NVIDIA RTX 3050 4GB	15.6 FHD 144hz	28499000	27999000
Laptop Asus Gaming ROG Strix G733QS-K4135T (R9 5900HX/32GB RAM/1TB SSD/17.3 FHD 165hz/RTX 3080 16GB/Win10/Xám/Balo/Chuột)	Laptop Asus	AMD R9 5900HX	32GB	1TB SSD	NVIDIA RTX 3080 16GB	17.3 FHD 165hz	76999000	75999000
Laptop HP Gaming Omen 16-b0127TX (4Y0W7PA) (i7 11800H/16GB RAM/1TB SSD+32GB/16.1 QHD/RTX 3060 6Gb/Win10/Đen)	Laptop HP	Intel Core i7 11800H	16GB	1TB SSD	NVIDIA RTX 3060 6Gb	16.1 QHD	48999000	47999000
Laptop HP Gaming Omen 16-b0123TX (4Y0W6PA) (i7 11800H/32GB RAM/512GB SSD+512GB SSD/16.1 QHD/RTX 3070 8Gb/Win10/Đen)	Laptop HP	Intel Core i7 11800H	32GB	1TB SSD	NVIDIA RTX 3070 8Gb	16.1 QHD	61999000	60999000
Laptop HP Gaming VICTUS 16-e0177AX (4R0U9PA) (R5 5600H/8GB RAM/512GB SSD/16.1 FHD 144Hz/GTX 1650 4Gb/Win10/Đen)	Laptop HP	AMD R5 5600H	8GB(2*4GB)	512GB SSD	NVIDIA GTX 1650 4Gb	16.1 FHD 144Hz	None	22999000
Laptop HP Gaming VICTUS 16-e0179AX (4R0V0PA) (R5 5600H/8GB RAM/512GB SSD/16.1 FHD 144Hz/RTX 3050Ti 4Gb/Win10/Đen)	Laptop HP	AMD R5 5600H	8GB (2*4GB)	512GB SSD	NVIDIA RTX 3050Ti 4Gb	16.1 FHD 144Hz	26499000	25999000
Laptop HP Gaming VICTUS 16-d0200TX (4R0U2PA) (i7 11800H/8GB RAM/512GB SSD/16.1 FHD 144Hz/GTX 1650 4Gb/Win10/Đen)	Laptop HP	Intel Core i7 11800H	8GB(2*4GB)	512GB SSD	NVIDIA GTX 1650 4Gb	16.1 FHD 144Hz	28999000	28499000
Laptop HP Gaming VICTUS 16-d0199TX (4R0U1PA) (i7 11800H/8GB RAM/512GB SSD/16.1 FHD 144Hz/RTX 3050 4Gb/Win10/Đen)	Laptop HP	Intel Core i7 11800H	8GB(2*4GB)	512GB SSD	NVIDIA RTX 3050 4Gb	16.1 FHD 144Hz	30499000	29999000
Laptop HP Gaming VICTUS 16-d0198TX (4R0U0PA) (i7 11800H/8GB RAM/512GB SSD/16.1 FHD 144Hz/RTX 3050Ti 4Gb/Win10/Đen)	Laptop HP	Intel Core i7 11800H	8GB (2*4GB)	512GB SSD	NVIDIA RTX 3050Ti 4Gb	16.1 FHD 144Hz	32499000	30999000
Laptop MSI Creator 17 (B11UG-601VN) (i7 11800H 32GB RAM/1TB SSD/RTX3070 Max Q 8G/17.0 inch UHD 4K/Win 10/Đen) (2021)	Laptop MSI	Intel Core i7 11800H	32GB	1TB SSD	NVIDIA RTX3070 Max Q 8G	17.0 inch UHD 4K	None	66989000
Laptop HP EliteBook X360 830 G8 (3G1A5PA) (Core i7 1165G7/16GB RAM/1TB SSD/13.3 FHD Touch/Win10 Pro/Bút/Bạc)	Laptop HP	Intel Core i7 1165G7	16GB	1TB SSD	Onboard	13.3 FHD Cảm ứng	40999000	40699000
Surface Laptop 4 (R5 4680U/16GB RAM/256GB SSD/13.5/Win10/Bạc)(Bảo hành tại HACOM)	Microsoft Surface	AMD R5 4680U	16GB	256GB SSD	Onboard	13.5 inch 2k	41999000	39999000
Surface Laptop 4 (i5 1135G7/8GB RAM/512GB SSD/13.5/Win10/Bạc)(Bảo hành tại HACOM)	Microsoft Surface	Intel core i5 1135G7	8GB	512GB SSD	Onboard	13.5 inch 2k	41999000	38499000
Surface Laptop 4 (5AI-00040) (i5 1135G7/16GB RAM/512GB SSD/13.5/Win10/Bạc)(Bảo hành tại HACOM)	Microsoft Surface	Intel core i5 1135G7	16GB	512GB SSD	Onboard	13.5 inch 2k	51999000	49999000
Surface Laptop 4 (i7 1185G7/16GB RAM/512GB SSD/13.5/Win10/Bạc)(Bảo hành tại HACOM)	Microsoft Surface	Intel core i7 1185G7	16GB	512GB SSD	Onboard	13.5 inch 2k	62999000	58999000
Surface Laptop 4 (i7 1185G7/32GB RAM/1TB SSD/13.5/Win10/Bạc)(Bảo hành tại HACOM)	Microsoft Surface	Intel core i7 1185G7	32GB	1TB SSD	Onboard	13.5 inch 2k	79999000	76999000
Laptop Asus ExpertBook B1500CEAE-BQ2033T (i5 1135G7/8GB RAM/512GB SSD/15.6 FHD/Win/Đen)	Laptop Asus	Intel core i5 1135G7	8GB	512GB SSD	Onboard	15.6 FHD	20399000	19999000
Laptop Acer Gaming Predator Triton 300 (PT315-53-75LQ) (NH.QDQSV.001) (i7 11800H/16GB RAM/512GB SSD/RTX 3060 6G/15.6 inch QHD 165Hz/Win10/Đen) (2021)	Laptop Acer	Intel core i7 11800H	16GB	512GB SSD	Nvidia RTX 3060 6G	15.6 inch QHD 165Hz	None	43999000
Laptop Acer Gaming Predator Triton 500SE (PT516-51s-733T) (NH.QALSV.001) (i7 11800H/16GB RAM/1TB SSD/RTX 3060 6G/16.0 inch WQXGA 165Hz	Laptop Acer	Intel core i7 11800H	16GB	1TB SSD	Nvidia RTX 3060 6G	16.0 inch WQXGA 165Hz	None	59989000
Laptop Acer Gaming Predator Triton 500SE (PT516-51s-71RW) (NH.QAKSV.001) (i7 11800H/16GB RAM/1TB SSD/RTX 3080 8G/16.0 inch WQXGA 165Hz 100%sRGB/Win10/Xám) (2021)	Laptop Acer	Intel core i7 11800H	16GB	1TB SSD	Nvidia RTX 3080 8G	16.0 inch WQXGA 165Hz 100%sRGB	None	84989000
Laptop Dell Gaming G15 5515 (P105F004AGR) (R5 5600H/8GB RAM/ 256GB SSD/RTX3050 4G/15.6 inch FHD 120Hz/Win10/Xám) (2021)	Laptop Dell	AMD R5 5600H	8GB	256GB SSD	NVIDIA RTX3050 4G	15.6 inch FHD 120Hz	24989000	24689000
Laptop Dell Gaming G15 5511 (P105F006AGR) (i7 11800H/8GB RAM/ 512GB SSD/RTX3050 4G/15.6 inch FHD 120Hz/Win11/OfficeHS21/Xám) (2021)	Laptop Dell	Intel core i7 11800H	8GB	512GB SSD	NVIDIA RTX3050 4G	15.6 inch FHD 120Hz	None	33989000
Laptop HP 250 G8 (389X8PA) (i3 1005G1/4GB RAM/256GB SSD/15.6 HD/Win10/Xám)	Laptop HP	Intel core i3 1005G1	4GB (còn trống 1 khe ram)	256GB SSD (có thể lắp thêm ổ 2.5)	Onboard	15.6 inch HD	14499000	13999000
Laptop Lenovo Yoga Slim 7 Pro 14ACH5 (82N5001JVN) (R7 5800H/16GB RAM/1TB SSD/14 OLED/Win/Bạc)	Laptop Lenovo	AMD R7 5800H	16GB 3200Mhz	1TB SSD	Onboard	14.0 inch 2K (2880x1800) OLED 400N HDR,IPS	29999000	29499000
Laptop Lenovo IdeaPad Slim 5 Pro 16ACH6 (82L50095VN) (R5 5600U/8GB RAM/512GB SSD/16 WQXGA 120Hz/GTX 1650 4GB/Win10/Xám)	Laptop Lenovo	AMD R5 5600U	8GB	512GB SSD	NVIDIA GTX 1650 4GB	16 inch WQXGA 120Hz	24999000	24499000
Laptop Lenovo IdeaPad Slim 5 Pro 16ACH6 (82L50082VN) (R7 5800U/16GB RAM/512GB SSD/16 WQXGA 120Hz/GTX 1650 4GB/Win10/Xám)	Laptop Lenovo	AMD R7 5800U	16GB	512GB SSD	NVIDIA GTX 1650 4GB	16 inch WQXGA 120Hz	27999000	27499000
Laptop Lenovo IdeaPad Slim 5 Pro 14ACN4 (82L7007YVN) (R7 5800U/16GB RAM/512GB SSD/14 2.2K/MX450 2GB/Win10/Xám)	Laptop Lenovo	AMD R7 5800U	16GB	512GB SSD	Nvidia MX450 2GB	14 inch 2k	24799000	24499000
Laptop Lenovo IdeaPad Slim 5 Pro 14ACN4 (82L7007XVN) (R5 5600U/16GB RAM/512GB SSD/14 2.2K/MX450 2GB/Win10/Xám)	Laptop Lenovo	AMD R5 5600U	16GB	512GB SSD	Nvidia MX450 2GB	14 inch 2k	22799000	22999000
Laptop HP ProBook 445 G8 (3G0R5PA) (R5 5600U/8GB RAM/512GB SSD /14 FHD/FP/Win/Bạc)	Laptop HP	AMD R5 5600U	8GB	512GB SSD	Onboard	"14"""" FHD"	21499000	20999000
Laptop HP Zbook Firefly 14 G8 (275W0AV) (i7 1165G7/16GB RAM/512GB SSD/14 FHD/Nvidia T500 4GB/Win10 Pro/Bạc)	Laptop HP	Intel Core i7 1165G7	16GB	512GB SSD	Onboard	Nvidia T500 4GB	39999000	38999000
Laptop HP Zbook Firefly 14 G8 (1A2F1AV) (i5 1135G7/16GB RAM/512GB SSD/14 FHD/Win10 Pro/Bạc)	Laptop HP	Intel Core i5 1135G7	16GB	512GB SSD	Onboard	14 inch FHD	34999000	34799000
Laptop Acer Gaming Nitro 5 Eagle AN515-57-57MX (NH.QD9SV.002) (i5 11400H/8GB Ram/512GB SSD/RTX3050Ti 4G/15.6 inch FHD 144Hz/Win 10/Đen) (2021)	Laptop Acer	Intel core i5 11400H	8GB	512GB SSD	NVIDIA GTX1650 4G	15.6 inch FHD 144Hz	27499000	26999000
Laptop Acer Gaming Nitro 5 Eagle AN515-57-54MV (NH.QENSV.003) (i5 11400H/8GB Ram/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win 11 mới nhất/Đen) (2021)	Laptop Acer	Intel core i5 11400H	8GB	512GB SSD	NVIDIA RTX3050 4G	15.6 inch FHD 144Hz	26499000	24999000
"Laptop HP Envy 13-ba1537TU (4U6P0PA) (i5 1135G7/8GB RAM/256GB SSD/13.3""FHD/FP/Win10/Vàng)"	Laptop HP	Intel Core i5 1135G7	8GB	256GB SSD	Onboard	13.3 inch FHD	23199000	22999000
"Laptop HP Envy 13-ba1534TU (4U6M3PA) (i7 1165G7/16GB RAM/1TB SSD/13.3""FHD/FP/Win10/Vàng)"	Laptop HP	Intel Core i7 1165G7	16GB	1TB SSD	Onboard	13.3 inch FHD	33499000	33299000
Laptop Lenovo Thinkpad X1 Gen 9 (20XW009UVN) (i7 1165G7/8GB RAM/512GB SSD/14 WUXGA/Win Pro/Đen)	Laptop Lenovo	Intel Core i7 1165G7	16GB	512GB SSD	Onboard	14 inch WUXGA	49199000	48799000
Laptop Lenovo Thinkpad X1 Gen 9 (20XW009VVN) (i7 1165G7/16GB RAM/512GB SSD/14 WUXGA/Win Pro/Đen)	Laptop Lenovo	Intel Core i7 1165G7	16GB	512GB SSD	Onboard	14 inch WUXGA	50999000	50899000
Laptop HP 240 G8 (3D0A4PA) (i5 1135G7/4GB RAM/512GB SSD/14 FHD/Win/Bạc)	Laptop HP	Intel Core i5 1135G7	4GB (còn 1 khe trống)	512GB SSD (có slot gắn ổ 2.5)	Onboard	14.0 inch FHD	18999000	18499000
Laptop Dell Alienware Gaming M15 R6 (P109F001ABL) (i7 11800H/32GB RAM/1TB SSD/RTX3060 6G/156 inch FHD 240Hz/Win10+Office/Xám đậm) (2021)	Laptop Dell	Intel Core i7 11800H	32GB	1TB SSD	NVIDIA RTX3060 6G	15.6 inch FHD 240Hz	None	62999000
Laptop Asus VivoBook A515EP-BQ630T (i7 1165G7/8GB RAM/512GB SSD/15.6 FHD/MX330 2GB/Win10/Bạc)	Laptop Asus	Intel Core i7 1165G7	8GB (trống 1 khe ram)	512GB SSD (có thể lắp thêm ổ 2.5)	Nvidia MX330 2GB	15.6 inch FHD	23599000	23499000
Laptop HP Pavilion 14-dv0520TU (46L92PA) (i3 1125G4/4GB RAM/256GB SSD/14 FHD/Win10/Bạc)	Laptop HP	Intel Core i3 1125G4	4GB RAM	256GB SSD	Onboard	"14"" FHD"	15999000	15499000
Laptop HP 14s-dq2545TU (46M23PA) (i5 1135G7/8GB RAM/256GB SSD/14 HD/Win10/Bạc)	Laptop HP	Intel core i5 1135G7	8GB	256GB SSD	Onboard	14 inch HD	19499000	18999000
Laptop HP 340s G7 (224L1PA) (i3 1005G1/4GB RAM/512GB SSD/14 FHD/Win/Xám)	Laptop HP	Intel Core i3 1005G1	4GB (2 khe ram)	512GB SSD (nâng cấp thay thế)	Onboard	14 inch FHD	14999000	14199000
Laptop Dell Latitude 7420 (70251597) (i7 1185G7 16GB RAM/256GB SSD/14.0 inch FHD/Ubuntu/Xám/Vỏ nhôm) (2021)	Laptop Dell	Intel Core i7 1185G7	16GB onboard	256GB SSD (hỗ trợ nâng cấp thay thế tối đa 2TB)	Onboard	14.0 inch FHD	42489000	40499000
Laptop Dell Latitude 9420 (70261781) (i5 1145G7 16GB RAM/512GB SSD/14.0 inch FHD+/Win 10 Pro/Xám/Vỏ nhôm) (2021)	Laptop Dell	Intel Core i5 1145G7	16GB	512GB SSD	Onboard	14 inch FHD	None	54989000
Laptop Dell Latitude 9420 (70261782) (i7 1185G7 16GB RAM/512GB SSD/14.0 inch FHD+/Win 10 Pro/Xám/Vỏ nhôm) (2021)	Laptop Dell	Intel Core i7 1185G7	16GB	512GB SSD	Onboard	14 inch FHD	None	60989000
Laptop Asus Gaming TUF FX516PC-HN002T (i5 11300H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 4GB/Win10/Xám)	Laptop Asus	Intel Core i5 11300H	8GB	512GB SSD	NVIDIA RTX 3050 4GB	15.6 inch FHD 144hz	25999000	25199000
"Microsoft Surface Pro 7 (VDV-00001/VDV-0007/QDW-00001) (i5 1035G4/8GB RAM/128GB SSD/12.3""/Win10 Home/Bạc)(Bảo hành tại HACOM) (Hàng Thanh Lý)"	Microsoft Surface	Intel® Core™ i5-1035G4	8 GB				24239000	15999000
Laptop Acer Gaming Nitro 5 AN515-57-56S5 (NH.QEKSV.001) (i5 11400H/8GB Ram/512GB SSD/GTX1650 4G/15.6 inch FHD 144Hz/Win 11/Đen) (2021)	Laptop Acer	Intel core i5 11400H	8GB	512GB SSD	NVIDIA GTX1650 4G	15.6 inch FHD 144Hz	24999000	22999000
Laptop Acer Gaming Nitro 5 AN515-45-R86D (NH.QBCSV.005) (R7 5800H/8GB Ram/512GB SSD/RTX3060 6G/15.6 inch FHD 144Hz/Win 11/Đen) (2021)	Laptop Acer	AMD Ryzen R7 5800H	8GB	512GB SSD	NVIDIA RTX3060 6G	15.6 inch FHD 144Hz	None	32699000
Laptop Acer Aspire A315-58G-50S4 (NX.ADUSV.001) (i5 1135G7/8GB RAM/512GB SSD/MX350 2G/15.6 inch FHD/ Win 10/Bạc) (2021)	Laptop Acer	Intel Core i5 1135G7	8GB	512GB SSD	NVIDIA MX350 2G	15.6 inch FHD	None	18499000
Laptop Dell Latitude 5420 (L5420I714DF) (i7 1165G7 8GB RAM/256GB SSD/14.0 inch FHD/Ubuntu/Xám) (2021)	Laptop Dell	Intel Core i7 1165G7	8GB	256GB SSD	Onboard	14.0 inch FHD	30989000	29989000
Laptop Dell Latitude 5420 (L5420I714WP) (i7 1165G7 8GB RAM/256GB SSD/14.0 inch FHD/Win10 Pro/Xám) (2021)	Laptop Dell	Intel Core i7 1165G7	8GB	256GB SSD	Onboard	14.0 inch FHD	34989000	33989000
Laptop  Acer TravelMate B3 TMB311-31-P49D (NX.VNFSV.005) (Pentium N5030/4GB RAM/256GB SSD/11.6 inch/Win 11/Đen) (2021)	Laptop Acer	Intel Pentium N5030	4GB	256GB SSD	Onboard	11.6 inch FHD	None	10499000
Laptop  Acer TravelMate B3 TMB311-31-C2HB (NX.VNFSV.006) (Celeron N4020/4GB RAM/128GB SSD/11.6 inch/Win 11/Đen) (2021)	Laptop Acer	Intel Celeron N4020	4GB	128GB SSD	Onboard	11.6 inch FHD	None	9989000
Laptop Lenovo Legion 5-15ACH6A (82NW003BVN) (R7 5800H/8GB RAM/512GB SSD/15.6 FHD 165hz /RX6600M 8G/Win/Xanh)	Laptop Lenovo	AMD R7 5800H	8GB	512GB SSD	AMD RX6600M 8G	15.6 FHD 165hz	35999000	35499000
Laptop Lenovo Legion 5-15ACH6A (82NW003CVN) (R5 5600H/8GB RAM/512GB SSD/15.6 FHD 165hz/RX6600M 8G/Win/Xanh)	Laptop Lenovo	AMD R5 5600H	8GB	512GB SSD	AMD RX6600M 8G	15.6 FHD 165hz	33999000	33499000
Laptop Dell Inspiron 3501 (70253897) (i5 1135G7 8GBRAM/512GB SSD/MX330 2G/15.6 inch FHD/Win10+Office HS19/Đen) (2021)	Laptop Dell	Intel Core i5 1135G7	8GB	512GB SSD	NVIDIA MX330 2G	15.6 inch FHD	22489000	21789000
Laptop Dell Vostro 3400 (70253899) (i3 1115G4/8GB RAM/256GBSSD/14.0 inch FHD/Win10+Office HS19/Đen)	Laptop Dell	Intel Core i3 1115G4	8GB	256GB SSD	Onboard	14 inch FHD	15989000	15499000
Laptop Dell Allienware Gaming M15 R6 (70262923) (i7 11800H/32GBRAM/1TB SSD/RTX3070 8G/15.6 inch QHD 240Hz/Win10+Office/Đen) (2021)	Laptop Dell	Intel Core i7 11800H	32GB	1TB SSD	NVIDIA RTX3070 8G	15.6 inch QHD 240Hz	66489000	65989000
